"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20210101","2021","1","202101","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","47747012","false","8","kg","47747012","false","47747012","false","0","false","0","61635373.13","61635373.13","0","false","true",
"C","M","20210201","2021","2","202102","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","44723115","false","8","kg","44723115","false","44723115","false","0","false","0","58465046.72","58465046.72","0","false","true",
"C","M","20210301","2021","3","202103","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","55577523","false","8","kg","55577523","false","55577523","false","0","false","0","72544645.62","72544645.62","0","false","true",
"C","M","20210401","2021","4","202104","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37393577","false","8","kg","37393577","false","37393577","false","0","false","0","48344947.23","48344947.23","0","false","true",
"C","M","20210501","2021","5","202105","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","39330712","false","8","kg","39330712","false","39330712","false","0","false","0","50910874.28","50910874.28","0","false","true",
"C","M","20210701","2021","7","202107","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","52919894","false","8","kg","52919894","false","52919894","false","0","false","0","69931019.7","69931019.7","0","false","true",
"C","M","20210801","2021","8","202108","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","56109621","false","8","kg","56109621","false","56109621","false","0","false","0","73447667.5","73447667.5","0","false","true",
"C","M","20210901","2021","9","202109","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","57810209","false","8","kg","57810209","false","57810209","false","0","false","0","74159759.45","74159759.45","0","false","true",
"C","M","20211001","2021","10","202110","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50470117","false","8","kg","50470117","false","50470117","false","0","false","0","64397115.61","64397115.61","0","false","true",
"C","M","20211101","2021","11","202111","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","66068381","false","8","kg","66068381","false","66068381","false","0","false","0","83385112.09","83385112.09","0","false","true",
"C","M","20211201","2021","12","202112","32","ARG","Argentina","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","50184414","false","8","kg","50184414","false","50184414","false","0","false","0","63794823.4","63794823.4","0","false","true",
