"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20170101","2017","1","201701","699","IND","India","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","104383251","false","8","kg","104383251","false","104383251","false","0","false","0","106346077.124","106346077.124","0","false","true",
"C","M","20170201","2017","2","201702","699","IND","India","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","78310697","false","8","kg","78310697","false","78310697","false","0","false","0","81996712.421","81996712.421","0","false","true",
"C","M","20170301","2017","3","201703","699","IND","India","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","67543751","false","8","kg","67543751","false","67543751","false","0","false","0","77323974.982","77323974.982","0","false","true",
"C","M","20170401","2017","4","201704","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","45012446","false","8","kg","45012446","false","45012446","false","0","false","0","56163303.139","56163303.139","0","false","true",
"C","M","20170501","2017","5","201705","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","18461598","false","8","kg","18461598","false","18461598","false","0","false","0","22128891.91","22128891.91","0","false","true",
"C","M","20170601","2017","6","201706","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","24541265","false","8","kg","24541265","false","24541265","false","0","false","0","28567325.014","28567325.014","0","false","true",
"C","M","20170701","2017","7","201707","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","37203459","false","8","kg","37203459","false","37203459","false","0","false","0","42139407.562","42139407.562","0","false","true",
"C","M","20170801","2017","8","201708","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","29879897.778","true","-1","N/A","0","false","29879897.778","true","0","false","0","33052698.097","33052698.097","6","false","true",
"C","M","20170901","2017","9","201709","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20094225","false","8","kg","20094225","false","20094225","false","0","false","0","20483219.525","20483219.525","0","false","true",
"C","M","20171001","2017","10","201710","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","30370535","false","8","kg","30370535","false","30370535","false","0","false","0","29869834.5","29869834.5","0","false","true",
"C","M","20171101","2017","11","201711","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","107998257","false","8","kg","107998257","false","107998257","false","0","false","0","104957987.949","104957987.949","0","false","true",
"C","M","20171201","2017","12","201712","699","IND","India","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","69466178","false","8","kg","69466178","false","69466178","false","0","false","0","68802549.89","68802549.89","0","false","true",
