"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20180101","2018","1","201801","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","15996557","false","8","kg","15996557","false","15996557","false","0","false","0","18508033","18508033","0","false","true",
"C","M","20180201","2018","2","201802","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","13025574","false","8","kg","13025574","false","13025574","false","0","false","0","14070060","14070060","0","false","true",
"C","M","20180301","2018","3","201803","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14618671","false","8","kg","14618671","false","14618671","false","0","false","0","15260743","15260743","0","false","true",
"C","M","20180401","2018","4","201804","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","20422639","false","8","kg","20422639","false","20422639","false","0","false","0","21786693","21786693","0","false","true",
"C","M","20180501","2018","5","201805","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","14575625","false","8","kg","14575625","false","14575624","false","0","false","0","15954852","15954852","0","false","true",
"C","M","20180601","2018","6","201806","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","17090087","false","8","kg","17090087","false","17090087","false","0","false","0","19546178","19546178","0","false","true",
"C","M","20180701","2018","7","201807","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","7978012","false","8","kg","7978012","false","7957392","false","0","false","0","8924794","8924794","0","false","true",
"C","M","20180801","2018","8","201808","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19163030","false","8","kg","19163030","false","19162470","false","0","false","0","21871711","21871711","0","false","true",
"C","M","20180901","2018","9","201809","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19704119","false","8","kg","19704119","false","19703695","false","0","false","0","22322651","22322651","0","false","true",
"C","M","20181001","2018","10","201810","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","21722444","false","8","kg","21722444","false","21721988","false","0","false","0","24119189","24119189","0","false","true",
"C","M","20181101","2018","11","201811","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","19054964","false","8","kg","19054964","false","19054413","false","0","false","0","21285771","21285771","0","false","true",
"C","M","20181201","2018","12","201812","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H5","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","23713561","false","8","kg","23713561","false","23713749","false","0","false","0","27055719","27055719","0","false","true",
