"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20120101","2012","1","201201","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A",,"false","-1","N/A",,"false","76188465","false",,"false",,"95251089.049","95251089.049","0","false","true",
"C","M","20120201","2012","2","201202","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","60218692","false","0","false","0","83473944.275","83473944.275","0","false","true",
"C","M","20120301","2012","3","201203","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","98918763","false","0","false","0","140540994.473","140540994.473","0","false","true",
"C","M","20120401","2012","4","201204","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","78927411","false","0","false","0","112915176.162","112915176.162","0","false","true",
"C","M","20120501","2012","5","201205","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","68304020","false","0","false","0","91422252.434","91422252.434","0","false","true",
"C","M","20120601","2012","6","201206","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","81484129","false","0","false","0","107302602.478","107302602.478","0","false","true",
"C","M","20120701","2012","7","201207","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","47520830","false","0","false","0","63103984.35","63103984.35","0","false","true",
"C","M","20120801","2012","8","201208","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","34094038","false","0","false","0","49521193.188","49521193.188","0","false","true",
"C","M","20120901","2012","9","201209","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","20533691","false","0","false","0","29977909.111","29977909.111","0","false","true",
"C","M","20121001","2012","10","201210","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","10813192","false","0","false","0","14728142.028","14728142.028","0","false","true",
"C","M","20121101","2012","11","201211","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","32339506","false","0","false","0","46691612.307","46691612.307","0","false","true",
"C","M","20121201","2012","12","201212","699","IND","India","X","Export","0","W00","World","0","W00","World","H3","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0","false","-1","N/A","0","false","46442816","false","0","false","0","67841772.273","67841772.273","0","false","true",
