"TypeCode","FreqCode","RefPeriodId","RefYear","RefMonth","Period","ReporterCode","ReporterISO","ReporterDesc","FlowCode","FlowDesc","PartnerCode","PartnerISO","PartnerDesc","Partner2Code","Partner2ISO","Partner2Desc","ClassificationCode","ClassificationSearchCode","IsOriginalClassification","CmdCode","CmdDesc","AggrLevel","IsLeaf","CustomsCode","CustomsDesc","MosCode","MotCode","MotDesc","QtyUnitCode","QtyUnitAbbr","Qty","IsQtyEstimated","AltQtyUnitCode","AltQtyUnitAbbr","AtlQty","IsAltQtyEstimated","NetWgt","IsNetWgtEstimated","GrossWgt","IsGrossWgtEstimated","Cifvalue","Fobvalue","PrimaryValue","LegacyEstimationFlag","IsReported","IsAggregate",
"C","M","20120101","2012","1","201201","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","-1","N/A","0",    "false","-1","N/A","0","false","0","false","0","false","0","7781397","7781397","0","false","true",
"C","M","20120201","2012","2","201202","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2964677","false","8","kg","2964677","false","2964677","false","0","false","0","5419563","5419563","0","false","true",
"C","M","20120301","2012","3","201203","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","3004608","false","8","kg","3004608","false","3004608","false","0","false","0","5025547","5025547","0","false","true",
"C","M","20120401","2012","4","201204","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4508731","false","8","kg","4508731","false","4508731","false","0","false","0","8065326","8065326","0","false","true",
"C","M","20120501","2012","5","201205","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8505628","false","8","kg","8505628","false","8505628","false","0","false","0","15715671","15715671","0","false","true",
"C","M","20120601","2012","6","201206","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","5990117","false","8","kg","5990117","false","5990117","false","0","false","0","11741043","11741043","0","false","true",
"C","M","20120701","2012","7","201207","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6687554","false","8","kg","6687554","false","6687554","false","0","false","0","12876615","12876615","0","false","true",
"C","M","20120801","2012","8","201208","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","8125726","false","8","kg","8125726","false","8125726","false","0","false","0","14696560","14696560","0","false","true",
"C","M","20120901","2012","9","201209","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","6063589","false","8","kg","6063589","false","6063589","false","0","false","0","10782092","10782092","0","false","true",
"C","M","20121001","2012","10","201210","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4591310","false","8","kg","4591310","false","4591310","false","0","false","0","8184843","8184843","0","false","true",
"C","M","20121101","2012","11","201211","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","4582420","false","8","kg","4582420","false","4582420","false","0","false","0","7667331","7667331","0","false","true",
"C","M","20121201","2012","12","201212","76","BRA","Brazil","X","Export","0","W00","World","0","W00","World","H4","HS","true","1202","Ground-nuts; not roasted or otherwise cooked, whether or not shelled or broken","4","false","C00","TOTAL CPC","0","0","TOTAL MOT","8","kg","2469429","false","8","kg","2469429","false","2469429","false","0","false","0","3534845","3534845","0","false","true",
